Project ID;Naam;Omschrijving;Opmerking;Rubrieken;Eerste publicatiedatum;Laatste publicatiedatum;Gemuteerd op;Plan;Referentienummer;Aanbestedingsdatum;Verwachte gunningsdatum;Startdatum;Opleverdatum;Bouwfase;Raming;Ramingbedrag;Duurzame eigenschappen;Sloopwerk uitgevoerd;Reden stoppen project;Reden vertraging project;Adres;Toevoeging huisnummer;Postcode;Wijk/buurt;Plaats;Provincie;Land;Externe link;Bouwtype;Aantal bouwlagen van;Aantal bouwlagen t/m;Oppervlakte;Inhoud;BAG Pand ID;BAG Verblijfsobject ID;Organisatie - Organisatie ID;Organisatie - Naam;Organisatie - Website;Organisatie - LinkedIn;Organisatie - Twitter;Organisatie - Kvk-nummer;Organisatie - Vestigingsnummer;Organisatie - Telefoon;Organisatie - Fax;Organisatie - E-mail;Organisatie - Rol;Organisatie - Adresregel 1;Organisatie - Nummer;Organisatie - Adresregel 2;Organisatie - Postcode;Organisatie - Plaats;Organisatie - Postadres Adresregel 1;Organisatie - Postadres Nummer;Organisatie - Postadres Adresregel 2;Organisatie - Postadres Postcode;Organisatie - Postadres Plaats;Organisatie - Contact achternaam;Organisatie - Contact tussenvoegsel;Organisatie - Contact voornaam;Organisatie - Contact initialen;Organisatie - Contact functie;Organisatie - Contact geslacht;Organisatie - Werken Enkelvoudig onderhands;Organisatie - Werken Meervoudig onderhands;Organisatie - Werken Nationale aan-bestedings-procedures;Organisatie - Werken Europese aan-bestedings-procedures;Organisatie - Leveringen Enkelvoudig onderhands;Organisatie - Leveringen Meervoudig onderhands;Organisatie - Leveringen Nationale aan-bestedings-procedures;Organisatie - Leveringen Europese aan-bestedings-procedures;Organisatie - Diensten Enkelvoudig onderhands;Organisatie - Diensten Meervoudig onderhands;Organisatie - Diensten Nationale aan-bestedings-procedures;Organisatie - Diensten Europese aan-bestedings-procedures;Organisatie - Minimaal aantal uit te nodigen leveranciers Enkelvoudig onderhands;Organisatie - Minimaal aantal uit te nodigen leveranciers Meervoudig onderhands;Organisatie - Minimaal aantal uit te nodigen leveranciers Nationale aan-bestedings-procedures;Organisatie - Minimaal aantal uit te nodigen leveranciers Europese aan-bestedings-procedures;Organisatie - Opmerking;Taak - Vervaldatum;Taak - Prioriteit;Taak - Onderwerp;Taak - Omschrijving;Taak - Voltooid;Taak - Eigenaar;Gebouwcode;Bouwmethode;Soort woningen;Aantal woningen;Type woning;Type dak
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;35657;Gebr. Beentjes Grond- Weg- en Waterbouw B.V;www.beentjesgww.nl;;;35021469;000019540167;0251-313133;;info@beentjesgww.nl;Hoofdaannemer;Geesterweg;6;;1911 NB;UITGEEST;;;;;AKERSLOOT;Beentjes;;Frans;F.;Bedrijfsleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;35657;Gebr. Beentjes Grond- Weg- en Waterbouw B.V;www.beentjesgww.nl;;;35021469;000019540167;0251-313133;;info@beentjesgww.nl;Architect;Geesterweg;6;;1911 NB;UITGEEST;;;;;AKERSLOOT;Beentjes;;Frans;F.;Bedrijfsleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;78046;Gebr. Van 't Hek B.V.;www.vanthek.nl;www.linkedin.com/company/gebr.-van't-hek;twitter.com/gebrvanthek;37109050;000019055900;0299-313020;;gebr@vanthek.nl;Onderaannemer;Nekkerweg;63;;1461 LD;ZUIDOOSTBEEMSTER;Postbus;88;;1462 ZH;Middenbeemster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;20511;Bosman Watermanagement bv;www.bosman-water.nl;http://www.linkedin.com/company/bosman-watermanagement-bv;;23025398;000017525780;0186-606060;;info@bosmanwater.nl;W-Installateur;Steegjesdijk;6;;3265 AE;PIERSHIL;Postbus;3701;;3265 ZG;PIERSHIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;229953;Vlaar Techniek B.V.;www.vlaartechniek.nl;;;37105089;000016181077;0227-570260;;info@vlaartechniek.nl;E-Installateur;Klinkhamer;12;;1671 NH;MEDEMBLIK;Klinkhamer;12;;1671 NH;MEDEMBLIK;Nel;;Sander;S.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornelis de Wit;;;;;;;;;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;controlevoorzieningen;Nieuwbouw;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dijken, kades. irrigatiewerken;Aanleggen;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;civiele werken;Nieuwbouw;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bedrijfspanden;Nieuwbouw;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;leidingen en kabelwerken;Aanleggen;;;;
544622;Gemaal;Bouwen gemaal 'De Waardse Dijk' aan de Westerweg / Kamerlingh Onnesweg op het bedrijventerrein 'Zandhorst'. Vml. Europese aanbesteding t.b.v. ontwerp en realisatie opdracht.;;Grond-, Weg-, en Waterbouw en energie, Bedrijven en logistiek;14-3-2022;21-11-2023;21-11-2023;;239617;;;4-7-2022;15-12-2023;Uitvoering;2.000.000 - 4.999.999;4.200.000;LEED;Nee;;;Westerweg ;;1704 SE;;Heerhugowaard;Noord-Holland;Nederland;https://www.tenderned.nl/aankondigingen/overzicht/255684/publicatie;;1;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;wind- en watermolens;Nieuwbouw;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;70420;VORM Ontwikkeling B.V.;www.vorm.nl;www.linkedin.com/company/vorm-ontwikkeling-vorm-bouw-next-re-bv;twitter.com/vormholding;24407638;000019880022;010-6421300;;post@vorm.nl;Projectontwikkelaar;Schiehaven;13;;3024 EC;Rotterdam;Postbus;16;;3350 AA;Papendrecht;Zandt;van der;Britt;B.;;Vrouw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;2749;Architecten van Mourik;www.architectenvanmourik.nl;www.linkedin.com/company/van-mourik-architecten/;twitter.com/arch_vanMourik;27086300;000001243322;070-3606830;;post@architectenvanmourik.nl;Architect;Wassenaarseweg;32;;2596 CJ;'s-Gravenhage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;80709;Vocon Engineering BV;www.vocon.info;www.linkedin.com/company/vorm-ontwikkeling-vorm-bouw-next-re-bv;twitter.com/VORMHolding;24372006;000019590628;078-6421300;;post@vocon.info;Constructeur;Veerweg;165;;3351 HC;Papendrecht;Postbus;16;;3350 AA;Papendrecht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;4979;BM van Houwelingen BV;www.bmvanhouwelingen.nl;www.linkedin.com/company/bm-projectontwikkeling-bv;;23090943;000017024188;0184-677200;;info@bmvanhouwelingen.nl;Hoofdaannemer;Hakgriend;26;;3371 KA;Hardinxveld-Giessendam;Postbus;13;;3370 AA;Hardinxveld-Giessendam;Kleian;;;R.;Project Manager;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;26149;H.Ek Installatiemaatschappij BV;www.hekbv.com;www.linkedin.com/company/installatie-maatschappij-h.ek.-b.v.;twitter.com/HEKinstallaties;17056490;000017819377;073-6496400;;info@hekinstallaties.nl;Installatietechnisch adviseur;Mangaan;1;;5234 GD;'s-Hertogenbosch;Postbus;3194;;5203 DD;'s-Hertogenbosch;Vreijsen;;Jan;J.;Hoofd Werkvoorbereider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;48467;Helm & Heus Makelaars og;www.helmheus.nl;www.linkedin.com/company/helm-&-heus-makelaars;twitter.com/helmheus;27239972;000018921132;0174-419000;;info@helmheus.nl;Makelaar;Vreeburghlaan;1;;2691 AA;'S-GRAVENZANDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;1888;Achmea Real Estate;https://www.achmearealestate.nl/;https://www.linkedin.com/company/achmea-real-estate/about/;;33306313;000018819753;020-6065600;;woningen@achmea.nl;Gebruiker;MediArena;5-aug;;1114 BC;Amsterdam-Duivendrecht;;;;;;Struijs;van der;Erik;E.;Communicatiemanager;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;74188;Van Hoften Installatietechniek;www.vanhoftenbv.nl;www.linkedin.com/company/van-hoften-installatietechniek-bv‎;twitter.com/VanMvh;23072095;000016761235;0184-675544;;info@vanhoftenbv.nl;W-Installateur;Stek;11;;3371 KG;HARDINXVELD GIESSENDAM;;;;;HARDINXVELD-GIESSENDAM;Burghout;;Arjan;A.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;27959;Schipper Electrotechniek;www.schipperelectrotechniek.nl;www.linkedin.com/company/a.-schipper-en-zoon-electrotechniek-b.v./;;23028229;000018902197;0187-651777;;info@schipperelectro.nl;E-Installateur;Langeweg;14;;3244 BH;Nieuwe-Tonge;;;;;;Pieterse;;Mark;M.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gestapelde bouw/flats;Nieuwbouw;Koopwoningen;32;Appartement;Vlak
539955;Appartementencomplexen;Bouwen 2 appartementencomplexen waarvan 1 met 32 koop- en 1 met 24 huurappartementen aan het Grote vos in het plan 'De Entree'. Architect stelt geen prijs op acquisitie.;;Wonen;28-7-2021;8-11-2023;8-11-2023;De Entree;;;;3-10-2022;5-1-2024;Uitvoering;5.000.000 - 9.999.999;8.500.000;LED, Warmtepomp, Zonnepanelen;Nee;;;Grote vos 34;;2692 GM;;'s-Gravenzande;Zuid-Holland;Nederland;https://vorm.nl/entree;;5;;5500;;1783010000736070;1783100000736069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gestapelde bouw/flats;Nieuwbouw;Huurwoningen;24;Appartement;Vlak
